Date,Open,High,Low,Close,Volume
2023-12-27,415.83,419.26,414.75,418.05,64835720
2023-12-28,417.42,418.52,415.70,416.83,67758175
2023-12-29,417.08,420.58,416.34,420.25,78140025
2024-01-01,420.50,424.40,420.37,423.73,62500057
2024-01-02,423.95,426.45,423.31,425.78,69378010
2024-01-03,425.18,425.20,422.40,423.37,79848438
2024-01-04,423.84,424.55,421.60,422.18,61761753
2024-01-05,421.66,427.62,420.43,426.39,75073621
2024-01-08,426.27,426.56,425.21,426.29,61123029
2024-01-09,426.27,427.10,422.56,422.78,73852814
2024-01-10,422.47,427.07,422.31,426.06,75048364
2024-01-11,426.67,428.09,425.90,427.21,71852266
2024-01-12,426.71,427.18,425.73,426.19,60358206
2024-01-15,426.94,427.59,425.73,426.79,62050497
2024-01-16,426.63,430.21,426.29,429.15,66542519
2024-01-17,429.98,433.05,428.76,432.87,64153197
2024-01-18,432.55,434.27,431.88,433.00,60538540
2024-01-19,432.68,434.14,431.49,433.19,74630078
2024-01-22,432.75,434.57,432.40,434.55,73197373
2024-01-23,435.08,439.04,434.60,437.86,68521129
2024-01-24,438.68,439.47,437.50,438.82,77434552
2024-01-25,439.63,440.05,435.30,436.59,72714439
2024-01-26,435.86,438.22,435.18,437.01,69895613
2024-01-29,436.85,438.16,432.23,432.88,62389904
2024-01-30,433.27,437.92,432.74,436.71,79491172
2024-01-31,436.76,437.15,433.45,434.51,75252853
2024-02-01,433.87,434.67,433.44,434.38,64866944
2024-02-02,434.51,435.16,431.61,432.84,79548805
2024-02-05,433.47,433.99,429.15,430.22,66272562
2024-02-06,429.88,430.61,426.44,426.53,79155252
2024-02-07,427.37,428.32,423.89,425.00,62879003
2024-02-08,424.98,425.23,422.33,423.48,79788548
2024-02-09,422.94,425.32,421.96,424.31,71867875
2024-02-12,424.27,424.61,421.12,421.58,62043696
2024-02-13,421.93,424.66,421.08,423.85,68076717
2024-02-14,423.99,424.10,422.65,423.61,77101967
2024-02-15,423.18,423.93,420.10,420.74,60132961
2024-02-16,420.96,421.06,418.15,419.28,66996027
2024-02-19,419.12,419.48,417.31,417.89,68345092
2024-02-20,417.67,420.26,417.27,419.57,60814385
2024-02-21,419.61,420.35,418.92,418.95,68642997
2024-02-22,419.64,420.87,418.17,418.26,78656705
2024-02-23,418.40,419.26,415.37,415.53,73070449
2024-02-26,415.72,416.06,411.19,411.61,74018673
2024-02-27,411.38,411.73,410.22,411.47,68231067
2024-02-28,410.74,411.35,408.69,409.87,70089838
2024-02-29,410.25,410.64,409.66,409.88,66175088
2024-03-01,410.28,410.81,408.27,409.21,63689995
2024-03-04,408.82,410.56,408.68,410.55,74987667
2024-03-05,411.07,412.17,409.97,410.54,69749396
2024-03-06,410.76,412.07,410.55,411.76,66300396
2024-03-07,412.12,413.57,411.26,412.48,66855243
2024-03-08,412.43,414.56,412.25,414.34,61596161
2024-03-11,415.02,415.25,411.79,412.31,67941614
2024-03-12,413.10,414.09,409.94,411.00,76013387
2024-03-13,410.66,415.36,409.84,415.08,67192157
2024-03-14,414.72,418.58,413.56,418.25,64879164
2024-03-15,417.55,422.97,416.59,422.57,72154579
2024-03-18,422.65,423.85,420.81,420.95,71911685
2024-03-19,420.17,423.49,419.70,422.92,66433134
2024-03-20,422.30,423.71,421.08,423.01,76430865
2024-03-21,422.77,425.36,422.48,424.48,70630013
2024-03-22,424.69,427.87,424.22,427.16,77501941
2024-03-25,427.75,427.93,426.84,427.27,64948725
2024-03-26,427.85,430.76,427.64,430.69,73210294
2024-03-27,429.99,432.35,429.74,431.66,73552232
2024-03-28,432.41,432.47,428.43,429.07,70726688
2024-03-29,428.96,429.17,427.74,429.13,75885815
2024-04-01,429.98,433.02,429.41,432.28,74970515
2024-04-02,433.03,437.68,432.19,436.67,71229301
2024-04-03,437.17,438.48,431.24,432.53,68014635
2024-04-04,432.57,433.66,429.91,430.28,67235500
2024-04-05,429.50,431.21,428.55,431.00,65398768
2024-04-08,430.47,431.27,429.26,429.76,78641374
2024-04-09,430.03,434.04,429.47,433.49,76729398
2024-04-10,432.80,433.61,430.47,431.22,76205641
2024-04-11,431.92,433.19,429.87,431.00,63842538
2024-04-12,431.69,433.06,431.02,432.68,65731222
2024-04-15,433.31,435.28,432.36,435.15,77891665
2024-04-16,435.50,437.62,434.39,436.75,70273111
2024-04-17,437.04,438.11,436.49,436.83,64496571
2024-04-18,437.64,438.23,436.30,436.68,62811945
2024-04-19,436.97,438.00,433.25,434.07,71049805
